El Corte Madera Creek Trail and Tafoni Trail Loop,El Corte De Madera Creek Open Space Preserve,United States,Redwood Park,California,4,2,37.4109,-122.306,8368.57,-842150451,-842150451,6144,0,2,1,370.942
Miner's Trail,Black Diamond Mines Regional Park,United States,Antioch,California,102,2,37.9584,-121.863,7402.96,-842150451,-842150451,2176,2,2,1,372.77
Flag Hill Loop Trail,Sunol Regional Wilderness,United States,Sunol,California,52,3,37.5157,-121.832,6276.43,-842150451,-842150451,6464,2,2,1,302.971
Sweeney Ridge Milagra Ridge and Mori Point Loop,Golden Gate National Recreation Area,United States,San Bruno,California,15,3,37.6199,-122.454,22369.8,-842150451,-842150451,2049,2,2,1,883.92
West Shore and Bass Cove Trail,Lake Chabot Regional Park,United States,Castro Valley,California,10,1,37.716,-122.103,8368.57,-842150451,-842150451,72,2,1,1,204.826
Red Hill Loop Trail,Coyote Hills Regional Park,United States,Fremont,California,17,1,37.5541,-122.092,2253.08,-842150451,-842150451,2112,2,2,1,86.868
Big Break Trail,Big Break Regional Shoreline,United States,Oakley,California,30,1,38.0088,-121.732,14001.3,-842150451,-842150451,6160,2,1,1,16.764
Pleasanton Ridge Trail,Pleasanton Ridge Regional Park,United States,Sunol,California,351,2,37.6148,-121.883,9977.91,-842150451,-842150451,6464,2,2,2,403.86
Charleston Slough Trails,Baylands Nature Preserve,United States,Palo Alto,California,9,1,37.4494,-122.116,18668.3,-842150451,-842150451,2064,2,2,1,39.9288
Hamilton Wetlands,San Pablo Bay Wildlife Area,United States,Novato,California,17,1,38.0606,-122.515,7081.1,-842150451,-842150451,2113,2,1,1,13.716
Oyster Bay Regional Shoreline Loop,,United States,San Leandro,California,16,1,37.7095,-122.192,7402.96,-842150451,-842150451,0,2,2,1,56.9976
Sutro Baths,Golden Gate National Recreation Area,United States,San Francisco,California,7,2,37.7804,-122.512,965.604,-842150451,-842150451,2113,2,2,1,35.9664
Slacker Hill and Hawk Hill via Coastal Trail ,Golden Gate National Recreation Area,United States,Sausalito,California,13,2,37.8331,-122.48,11265.4,-842150451,-842150451,6144,0,2,1,484.937
Yerba Buena to Halls Valley Trail Loop,Joseph D Grant County Park,United States,Mount Hamilton,California,10,2,37.3428,-121.716,11426.3,-842150451,-842150451,0,2,2,1,432.816
Pillar Point Bluff Trail,,United States,Moss Beach,California,13,1,37.5117,-122.501,2735.88,-842150451,-842150451,1,2,2,1,52.7304
Black Sands Beach via Upper Fishermans Trail,Golden Gate National Recreation Area,United States,Sausalito,California,11,1,37.8273,-122.511,804.67,-842150451,-842150451,6209,2,1,1,68.8848
Bear Gulch Skyline and Alambique Loop,Wunderlich County Park,United States,Woodside,California,11,2,37.4105,-122.261,17219.9,-842150451,-842150451,6144,0,2,1,823.874
Harrington Creek Trail,La Honda Creek Open Space Preserve,United States,Loma Mar,California,8,3,37.3258,-122.28,14162.2,-842150451,-842150451,6144,0,1,1,500.786
Carmel to Morro Bay via Hwy 1,,United States,Carmel,California,15,2,36.5434,-121.908,192799,-842150451,-842150451,2305,2,3,1,3403.7
Antioch Marina and Dow Wetlands Preserve Loop,Dow Wetlands Preserve,United States,Antioch,California,9,1,38.0185,-121.82,7242.03,-842150451,-842150451,6225,2,2,1,18.8976
Belgium San Pablo Ridge Mezue and Wildcat Creek Loop,Wildcat Canyon Regional Park,United States,Richmond,California,17,2,37.9523,-122.315,9173.24,-842150451,-842150451,2112,2,2,1,477.926
Pedro Point via Devil's Slide Trail,,United States,Montara,California,11,2,37.5723,-122.516,5793.62,-842150451,-842150451,6209,2,1,1,202.997
New Almaden Trail,Almaden Quicksilver County Park,United States,San Jose,California,56,3,37.1936,-121.836,21726.1,-842150451,-842150451,2112,2,2,1,622.706
Coyote Ridge Loop,Golden Gate National Recreation Area,United States,Mill Valley,California,26,3,37.8605,-122.536,9173.24,-842150451,-842150451,2048,0,2,1,335.89
Cowell-Purisima Trail,Half Moon Bay State Beach,United States,Half Moon Bay,California,70,1,37.4224,-122.427,11265.4,-842150451,-842150451,6209,2,1,1,121.92
Ramage Peak Trail,Las Trampas Regional Park,United States,San Ramon,California,13,3,37.8162,-122.05,9495.11,-842150451,-842150451,6208,0,1,1,606.857
Priest Rock Limekiln and Kennedy Trail Loop,Sierra Azul Open Space Preserve,United States,Los Gatos,California,11,3,37.2196,-121.936,21887,-842150451,-842150451,2368,2,2,1,1068.93
Weiler Ranch/Hazelnut Trail,San Pedro Valley County Park,United States,Pacifica,California,5,1,37.5811,-122.477,7402.96,-842150451,-842150451,6144,0,2,1,282.854
Miwok Trail and Hardy Canyon Loop Trail,Round Valley Regional Preserve,United States,Brentwood,California,171,2,37.8688,-121.75,7885.77,-842150451,-842150451,6480,2,2,1,315.773
Oyster Point Trail,,United States,Pleasanton,California,6,2,37.8232,-121.855,12713.8,-842150451,-842150451,6224,2,1,1,555.955
Chrissy Field to Marin Headlands via Golden Gate Bridge,,United States,San Francisco,California,7,2,37.8057,-122.452,30577.5,-842150451,-842150451,2049,0,2,1,585.826
Stream Trail to West Ridge Trail Loop,Redwood Regional Park,United States,Valle Vista,California,53,2,37.8074,-122.149,9012.3,-842150451,-842150451,2304,2,2,1,311.81
San Tomas Aquino Creek Trail,,United States,Santa Clara,California,35,1,37.4152,-121.98,13196.6,-842150451,-842150451,6144,2,1,1,39.9288
Tennessee Valley to Alta Ridge Loop,Golden Gate National Recreation Area,United States,Sausalito,California,8,2,37.8705,-122.527,8529.5,-842150451,-842150451,6208,0,2,1,327.965
Bedwell Bayfront Park Trail,Bedwell Bay Front Park,United States,Menlo Park,California,53,1,37.4902,-122.177,5310.82,-842150451,-842150451,6401,2,2,1,61.8744
Stevens Creek Nature Study Area Trail,,United States,Mountain View,California,33,1,37.3712,-122.068,17702.7,-842150451,-842150451,2129,2,1,1,58.8264
Seal Point to Coyote Point,Seal Point Park,United States,San Mateo,California,10,1,37.5744,-122.304,6759.23,-842150451,-842150451,2049,2,1,1,17.9832
Marin Headlands Rodeo Lagoon Trail,Golden Gate National Recreation Area,United States,Sausalito,California,36,1,37.8309,-122.525,2414.01,-842150451,-842150451,4097,2,2,1,33.8328
Eagle Rock Trail,Big Basin Redwoods State Park,United States,Boulder Creek,California,12,2,37.1589,-122.198,4988.95,-842150451,-842150451,2304,0,1,1,336.804
Coyote Ridge Trail,Coyote Lake Harvey Bear Ranch County Park,United States,Gilroy,California,34,2,37.0704,-121.523,6276.43,-842150451,-842150451,6216,2,2,1,169.774
The Peak,Sanborn County Park,United States,Saratoga,California,17,3,37.2278,-122.053,13357.5,-842150451,-842150451,2376,0,1,1,500.786
Ridge Trail and Sprig Trail,Mount Madonna County Park,United States,Corralitos,California,37,2,37.0048,-121.682,8207.63,-842150451,-842150451,6400,2,2,1,360.883
Mitchell Canyon to Back Creek Trail Loop,Mount Diablo State Park,United States,Clayton,California,18,3,37.9206,-121.941,12391.9,-842150451,-842150451,6208,0,2,1,611.734
Skyline to the Sea Berry Creek Falls Hammond Road Loop,Big Basin Redwoods State Park,United States,Riverside Grove,California,110,3,37.1728,-122.223,16898.1,-842150451,-842150451,6496,0,2,1,848.868
Dunn Trail,Redwood Regional Park,United States,Oakland,California,7,2,37.8055,-122.178,4345.22,-842150451,-842150451,6144,0,2,1,200.863
Mount Sutro Loop,Mount Sutro Open Space Reserve,United States,San Francisco,California,253,2,37.7613,-122.452,3540.55,-842150451,-842150451,2304,2,2,2,177.698
Ringtail Cat Madrone Las Trampas Ridge and Corduroy Hills Loop,Las Trampas Regional Park,United States,Alamo,California,43,3,37.8369,-122.032,12070,-842150451,-842150451,2112,2,2,1,581.863
Buzzard's Roost,Big Basin Redwoods State Park,United States,Boulder Creek,California,48,2,37.1721,-122.222,6276.43,-842150451,-842150451,2368,2,1,1,373.99
Buckeye Nature Trail,Garland Ranch Regional Park,United States,Carmel Valley,California,38,2,36.5097,-121.766,6759.23,-842150451,-842150451,2384,2,2,1,218.846
Summit Spring Crystal Spring Bay Tree Deen and Chinquapin Loop,Huddart Park,United States,Redwood City,California,14,3,37.4295,-122.313,13679.4,-842150451,-842150451,2304,0,2,1,531.876
Kovar Trail to Ridge Top Trail Loop,Shell Ridge Open Space,United States,Walnut Creek,California,53,2,37.8998,-122.049,8046.7,-842150451,-842150451,6208,2,2,1,304.8
Wilder Ridge Trail,Wilder Ranch State Park,United States,Santa Cruz,California,35,2,36.96,-122.085,12391.9,-842150451,-842150451,6400,0,2,1,268.834
Quail Red Hill Bayview Loop,Coyote Hills Regional Park,United States,Fremont,California,5,1,37.5532,-122.091,4023.35,-842150451,-842150451,2113,2,2,1,101.803
Garzas Canyon Loop,Garland Ranch Regional Park,United States,Carmel Valley,California,42,2,36.5109,-121.769,11265.4,-842150451,-842150451,6160,2,2,1,642.823
Timberview Trail,El Corte De Madera Creek Open Space Preserve,United States,Redwood City,California,29,2,37.4061,-122.304,8851.37,-842150451,-842150451,6464,0,1,1,468.782
Loop Through Monte Bello Skyline Ridge Russian Ridge and Coal Creek,Monte Bello Open Space Preserve,United States,Los Altos,California,8,2,37.3252,-122.179,17541.8,-842150451,-842150451,6208,0,2,1,597.713
Black Diamond Mines Loop Trail,Black Diamond Mines Regional Park,United States,Antioch,California,122,2,37.9583,-121.863,8529.5,-842150451,-842150451,6336,2,2,1,440.741
Robert Woolley Park Trail,Coyote Point Recreation Area,United States,Burlingame,California,18,1,37.5916,-122.346,1126.54,-842150451,-842150451,2059,2,2,1,1.8288
Mission Peak Short Loop,Mission Peak Regional Preserve,United States,Fremont,California,8,2,37.5273,-121.913,7724.83,-842150451,-842150451,2048,2,2,1,358.75
PG&E Wildcat High Meadow and Lower Meadow Trail Loop,Rancho San Antonio County Park,United States,The Highlands,California,8,2,37.3313,-122.085,8529.5,-842150451,-842150451,2368,0,2,1,289.865
Mount Davidson Trail,Mount Davidson Park,United States,San Francisco,California,84,1,37.7368,-122.454,2414.01,-842150451,-842150451,6144,2,2,1,131.978
Slate Creek Trail,Portola Redwoods State Park,United States,La Honda,California,23,2,37.2522,-122.218,13035.7,-842150451,-842150451,6464,0,1,1,508.711
Limekiln Trail to Priest Rock and Kennedy Trail,,United States,Los Gatos,California,28,3,37.2003,-121.98,15288.7,-842150451,-842150451,6464,2,1,1,808.939
Twin Peaks Loop,Twin Peaks Park,United States,San Francisco,California,6,1,37.759,-122.449,6115.49,-842150451,-842150451,2114,2,2,1,155.753
Mitchell Creek to Diablo Summit,Mount Diablo State Park,United States,Clayton,California,259,3,37.9194,-121.942,19151.1,-842150451,-842150451,6468,0,2,2,1072.9
China Hole Trail Loop,Henry W. Coe State Park,United States,Morgan Hill,California,35,3,37.1866,-121.547,14484.1,-842150451,-842150451,6464,0,2,1,522.732
Chalk Mountain Via Skyline to the Sea and Westridge Trails,Theodore J. Hoover Natural Preserve,United States,Davenport,California,44,3,37.0971,-122.279,26071.3,-842150451,-842150451,2353,0,2,1,1026.87
West Ridge Trail,Henry Cowell Redwoods State Park,United States,Felton,California,13,3,37.0499,-122.083,10943.5,-842150451,-842150451,16,0,2,1,415.747
Old Briones Road Trail,Briones Regional Park,United States,Lafayette,California,79,2,37.9282,-122.154,4828.02,-842150451,-842150451,6208,2,1,1,138.989
Devil's Slide Trail,,United States,San Pedro Terrace,California,85,1,37.5853,-122.51,4988.95,-842150451,-842150451,6209,2,1,1,132.893
Snivley's Ridge Trail,Garland Ranch Regional Park,United States,Carmel Valley,California,53,2,36.5097,-121.767,22852.6,-842150451,-842150451,6224,2,2,1,1284.73
Camp Ohlone Road,Sunol Regional Wilderness,United States,Sunol,California,58,2,37.509,-121.829,9012.3,-842150451,-842150451,6488,2,2,1,374.904
Baquiano Trail,Golden Gate National Recreation Area,United States,Pacifica,California,37,2,37.5993,-122.479,4828.02,-842150451,-842150451,6208,2,1,1,221.894
Asilomar State Beach and Coast Trail,Asilomar State Beach,United States,Pacific Grove,California,34,1,36.6202,-121.938,4184.28,-842150451,-842150451,6145,2,1,1,40.8432
Ukraina Trail,Garin Regional Park,United States,Hayward,California,42,1,37.653,-122.016,5149.89,-842150451,-842150451,6212,2,2,1,106.985
Glen Canyon to Twin Peaks,Glen Canyon Park,United States,San Francisco,California,17,2,37.7359,-122.44,6115.49,-842150451,-842150451,6468,2,2,1,220.98
Mount Diablo Grand Loop Trail,Mount Diablo State Park,United States,Clayton,California,210,2,37.8766,-121.931,10782.6,-842150451,-842150451,6464,0,2,2,565.709
Bob Walker Ridge Trail,Morgan Territory Regional Preserve,United States,Brentwood,California,45,2,37.8188,-121.796,5310.82,-842150451,-842150451,6208,2,2,1,111.862
Alambique Meadow Redwood and Bear Gulch Trail Loop,Wunderlich County Park,United States,Redwood City,California,10,2,37.4106,-122.261,9495.11,-842150451,-842150451,320,0,2,1,357.835
Old Ranch Loop Trail,Contra Loma Regional Park,United States,Antioch,California,14,1,37.971,-121.821,3540.55,-842150451,-842150451,6216,2,2,1,40.8432
Castle Rock Trail to Saratoga Gap Trail and Ridge Trail Loop,Castle Rock State Park,United States,Saratoga,California,844,2,37.2305,-122.096,8851.37,-842150451,-842150451,6640,2,2,2,369.722
Richmond Bay Trail,Barbara and Jay Vincent Park,United States,Richmond,California,15,1,37.9089,-122.35,6115.49,-842150451,-842150451,0,2,1,1,9.7536
Juniper and Summit Trail Loop,Mount Diablo State Park,United States,Clayton,California,62,2,37.8767,-121.931,5954.56,-842150451,-842150451,6208,2,2,1,305.714
French Trail Tres Sendas and West Ridge Trail Loop,Redwood Regional Park,United States,Oakland,California,9,2,37.8318,-122.185,4506.15,-842150451,-842150451,6400,0,2,1,136.855
Engineer Road Loop,Fort Ord National Monument,United States,Salinas,California,10,2,36.6268,-121.691,3218.68,-842150451,-842150451,6400,2,2,1,109.728
Monterey Peninsula Recreational Trail,Perkins Park,United States,Pacific Grove,California,90,1,36.6248,-121.917,6276.43,-842150451,-842150451,6465,2,2,1,41.7576
Rodeo Lagoon to Point Bonita Lighthouse,Golden Gate National Recreation Area,United States,Sausalito,California,55,2,37.8318,-122.537,6759.23,-842150451,-842150451,6209,2,2,1,135.941
Tony Lookout Trail to Hayfield Trail to Coyote Ridge Trail Loop,Fremont Older Open Space Preserve,United States,Cupertino,California,12,3,37.3036,-122.075,16576.2,-842150451,-842150451,256,0,2,1,548.945
Mary Bowerman Trail,Mount Diablo State Park,United States,Clayton,California,20,1,37.881,-121.918,1287.47,-842150451,-842150451,6144,2,2,1,13.716
Dunn Graham West Ridge and Baccharis Loop,Redwood Regional Park,United States,Oakland,California,18,2,37.8035,-122.177,8207.63,-842150451,-842150451,320,2,2,1,199.949
Alpine Pond to Horseshoe Lake,Skyline Ridge Open Space Preserve,United States,La Honda,California,42,2,37.315,-122.188,5471.76,-842150451,-842150451,6216,2,2,1,213.97
Lyon Street Steps and Palace of Fine Arts,,United States,San Francisco,California,6,2,37.7928,-122.446,2735.88,-842150451,-842150451,2048,2,1,1,83.82
Coyote Creek Trail Loop,,United States,Morgan Hill,California,14,1,37.1661,-121.648,4667.09,-842150451,-842150451,256,2,2,1,14.9352
Bort Meadow and Buckeye Trail to Grass Valley,Lake Chabot Regional Park,United States,Castro Valley,California,9,1,37.7776,-122.126,6759.23,-842150451,-842150451,4096,2,2,1,164.897
North Ridge Whittemore Gulch Purisima Creek Borden Hatch Mill Grabtown Gulch Craig Britton and Harkins Ridge Loop,Purisima Creek Redwoods Open Space Preserve,United States,Redwood City,California,13,3,37.4506,-122.339,25588.5,-842150451,-842150451,2368,0,2,1,1070.76
Marsh Creek Trail via Concord Avenue,,United States,Brentwood,California,32,1,37.904,-121.717,24301,-842150451,-842150451,6208,2,1,1,44.8056
Inland-from-the-Sea Trail,Big Basin Redwoods State Park,United States,Davenport,California,10,3,37.1018,-122.278,45222.5,-842150451,-842150451,6464,0,3,1,2023.87
East Shore Indian Cove McGregor and Ten Hills Trail Loop,Lake Chabot Regional Park,United States,San Leandro,California,54,2,37.7155,-122.102,6115.49,-842150451,-842150451,2056,2,2,1,125.882
Murietta Falls Trail,Del Valle Regional Park,United States,Livermore,California,107,3,37.5786,-121.698,18990.2,-842150451,-842150451,6240,2,1,1,1272.84
Lake Elizabeth,Fremont Central Park,United States,Fremont,California,49,1,37.548,-121.966,3379.61,-842150451,-842150451,2056,2,2,1,2.7432
East San Francisco Bay: Aquatic Park Loop,Cesar E  Chavez Park,United States,Berkeley,California,17,1,37.8608,-122.3,3701.48,-842150451,-842150451,2051,2,2,1,6.7056
Byrne-Milliron Trail,Byrne-Milliron Forest,United States,Corralitos,California,9,2,37.0201,-121.793,4506.15,-842150451,-842150451,6400,2,2,1,281.94
Hidden Villa Creek Trail to Hostel Trail,Hidden Villa,United States,Los Altos,California,13,2,37.3502,-122.161,4828.02,-842150451,-842150451,2304,0,2,1,254.813
Sempervirens Falls Trail,Big Basin Redwoods State Park,United States,Boulder Creek,California,77,1,37.1718,-122.222,4988.95,-842150451,-842150451,288,2,1,1,79.8576
East Peak Loop and Ridgeline Trail,San Bruno Mountain State Park,United States,Brisbane,California,45,2,37.695,-122.436,14805.9,-842150451,-842150451,6208,0,2,1,508.711
Phillips Loop to French Trail to West Ridge Trail Loop,Redwood Regional Park,United States,Canyon,California,7,2,37.8315,-122.185,4988.95,-842150451,-842150451,2304,2,2,1,232.867
Mitchell Rock Trail to Counter Pines Trail,Mount Diablo State Park,United States,Clayton,California,3,2,37.9196,-121.942,5793.62,-842150451,-842150451,4416,2,2,1,370.942
Crystal Springs & Dean Trails,Huddart Park,United States,Redwood City,California,243,1,37.4415,-122.291,7242.03,-842150451,-842150451,2304,2,2,1,284.988
Dool Trail to Middle Ridge Road to Meteor Trail to Sequoia Trail,Big Basin Redwoods State Park,United States,Riverside Grove,California,57,2,37.1718,-122.222,9816.97,-842150451,-842150451,2420,0,2,1,374.904
Bishop Ranch Regional Open Space Preserve Loop,Bishop Ranch Regional Open Space Preserve,United States,San Ramon,California,23,2,37.7495,-121.963,7724.83,-842150451,-842150451,6400,2,2,1,369.722
Mission Peak via Bay Area Ridge Trail and Ed Levin Park,Ed R Levin County Park,United States,Milpitas,California,44,3,37.457,-121.864,21726.1,-842150451,-842150451,6464,2,2,1,967.74
Valley View Trail to Blue Oak Trail Loop,Augustin-Bernal Park,United States,Pleasanton,California,4,2,37.6354,-121.903,6759.23,-842150451,-842150451,6464,2,2,1,243.84
Battery Alexander Knoll Loop,Golden Gate National Recreation Area,United States,Sausalito,California,4,1,37.8236,-122.53,1126.54,-842150451,-842150451,2049,2,2,1,14.9352
Diablo View Trail,Briones Regional Park,United States,Lafayette,California,27,2,37.9565,-122.123,5310.82,-842150451,-842150451,6208,2,2,1,301.752
Oak Tree - Woodland Loop,Pleasanton Ridge Regional Park,United States,Sunol,California,11,2,37.6146,-121.883,3057.75,-842150451,-842150451,2112,2,2,1,159.715
